Review #,Review,product,delivery,price,service,explanation,,,
924,good quality and mabilis lang dumating thank you so much po will buy again soon nakakatuwa kasi tama ang mga pinapadala,1,1,0,0,"Highlights the product's quality, fast delivery, and accurate items sent.",,,
925,1010 super bilis ng shipping omg will order again,0,1,0,0,Focuses solely on the extremely fast shipping (delivery).,,,
926,ganda ng item maayos ang packaging walang damage ang item at mabait din ang rider hehe thank you seller,1,1,0,1,"Highlights the item's appeal, good packaging, undamaged condition, and the rider's kindness.",,,
927,good item was shipped immediately when i ordered it good product i ordered a stylus but the tip isnt working for 5 months so i bought 2 tips and its working fine,1,1,0,0,Review talks about quick shipping and good item quality.,,,
928,910 thank you po mura sya pero ang ganda po super thank you seller sa uulitin po ulit thank you din kay kuya rider,1,0,1,1,The review talks about the item being cheap and beautiful and also thanks the rider.,,,
929,sobrang happy ng mama ko kasi napaka ganda ng quality and right variationslamat seller,1,0,0,1,The item has very good quality with right variations and it thanks the seller,,,
930,sana mag last long small tama lang sa price ok quality responsive seller standard packaging item shipped on time small medium large,1,1,1,1,The review is about hoping the item last long and the seller is responsive and item ship on time and the quality is good also the price,,,
931,all are items are in good condition no damage because it was wellpackage bubble wrap right variation of product and i received complete items cute ni totoro,1,1,0,0,All item were in good condition with bubble wrap and no damages.,,,
932,item shipped immediately ok naman yung quality for its price ang cute lang talaga lalo ako na excite thank you seller,1,1,1,1,"The review talks about the item being shipped immediately,good quality with a cute design and the price",,,
933,huwow maayos nakarating nagreply din si seller nung chinat kong pakibalot ng ayos more orders to come order ulit kmi sa susunod,0,1,0,1,The review shows the seller is responsive with shipping.,,,
934,ang ganda ng quality super nice thank you seller till next time again god bless,1,0,0,1,It is talking about very good quality of the item and thanks seller.,,,
935,black okay naman yung item with box ang sandals kaya safe na nakarating sa akin thanks din sa rider na nanagdala,1,1,0,1,The review talks about the item being with box and safe. Also thanks the rider.,,,
936,ang cute nya sana matagal malowbat ang battery thank you seller and thank you dn sa ngdeliver,1,0,0,1,The review talk about the cute item and hope the battery last long with thanks to seller and rider.,,,
937,910 super ganda may pa remote pa thankyou po ang bilis pa dumatin,1,1,0,0,The item has a remote with a fast shipping.,,,
938,very affordable baby wipes nakailang order na ako nito and i will definitely continue on ordering this,1,0,1,0,The item is baby wipes and very affordable.,,,
939,12 ako umorder dumating dec20 overseas kase sana talaga matibay,0,1,0,0,Review talks about duration of shipping due to over seas.,,,
940,good quality faat shipping gumagana sya malakas ang hangin nagustuhan ng anak ko thank you so much will order again,1,1,0,0,The item has a very good quality and functional that her son loves with fast shipping,,,
941,mabilis nadeliver and kumpleto ang mga items na inorder mura lang ang presyo ng mga items ng store na ito sulit ang presyo amd quality ang product,1,1,1,0,The review talks about the store and its products with good quality.,,,
942,1010 ang ganda ng quality for a cheap price nascam kasi ako nung una kong nabilhan pero this product ang ganda talaga as in yung connection walang hassle and it stays in my ear kahit magsayaw pako ng pink venom nakastay parin siya sobrang worth it ng money niyo pag,1,0,1,0,The review talks about very cheap price that has very good quality. and also worth the money.,,,
943,im not sure sana di magusot pag nilalakad overall the item itself is good i really love it ang ganda nya sa personal dasurb koto hahahahaa ty seller definitely will buy again mejo natagalan lanh sa shipping worth the wait naman tnx medyo may allowance pa ung 36 since 35,1,1,0,1,The review talks about her experience and item being a great fit with worth it. Shipping duration is also mentioned,,,
944,1010 ang cute at ang laki nya  what u see is what u get may lalagyan na ko ng tubig sa long travel at sa work i recommend the quality of this one thank you seller,1,0,0,0,"the review talks about being cute,big and good quality",,,
945,well packaged item in good quality mabigat and maingay lang sya gamitin,1,1,0,0,The item came with secured package and good quality though it is heavy and noisy while using.,,,
946,super gandalablotssssellernapaka ganda po at napaka murauulit pa talaga akopromise,1,0,1,0,The reviewer loves the item because of its cheap price and beauty,,,
947,ganda nya di ka manghihinayang na mag order sulit thank you po,1,0,1,0,The review is about the beauty of the item and not being a waste to buy,,,
948,anyway gandaaa ng ringlight pretty ko na mas gumanda pa ako lalo ginanahan tuloy ako sa pagrerecord ng school activities ems hahahaha dont hesitate to buy na rin,1,0,0,0,The product makes her pretty that will encourage to buy.,,,
949,1010 thank u super ganda ate sure akong original ito thank u  muntik na kasi kami ma scam kaya doble safe talaga ako kasi 2100 3pcs na hawk bali 700 1pc tas inistalk ko ung page may mga nag angry scam pala  bibigay daw sau hawk na tag,1,0,1,0,The beauty of the item with original price is reviewd,,,
950,order recieved complet at walang damage sakto lng din sa mga bebe ko ung size nya salamat seller at shoppee,1,1,0,1,It is reviewed as complete order and the delivery had no damage.,,,
951,kasi nakabalot na para pangregalo sa christmas yun lang salamat at magandang gabi pilipinas yun,0,0,0,0,No Aspect.,,,
952,complete orders and no damage great product and service bili naa repeat buyer here thank youuuuu so much,1,1,0,1,"Product, delivery and service are reviewed as great.",,,
953,pangalawang order ko na to per hindi pa den ako binigo ng shop na to napakaganda pa den lalo ng tela super legut at hindi ka manghihinayang sa pagbili maraming salamat sa uulitin,1,0,0,0,The reviwer is giving a good feedback to the store and the product is still has good quality.,,,
954,ganda po ng item subra ganda sarap s paabilis p dumating thankyou po sulit po bnyad ko,1,1,1,0,"The item's beauty, delivery speed and product benefit is being reviewed.",,,
955,hello items received complete and correct sizes and variation yung sandals na plum at white wag kayong mag add sizehehe over all maganda thanks seller sa uulitin,1,1,0,1,"Complete, correct size with good quality. Thanks to seller.",,,
956,right color ang binigay ang hirap lang open ang tigas kung umuulan siguro basa na bago mabuksan hehe pero baka sa umpisa lang sana mag tagal ang tibay,1,1,0,0,Right color but hard to open.,,,
957,nabigay na sa kapatid ko kaya di na picturan pero di ko ineexpect na ganon kaganda yung marecv ko kahit ang mura lang will surely buy again,1,0,1,0,Cheap price but good quality,,,
958,good quality thank you seller  delivery driver 5star ka sakin,1,0,0,1,Good Quality with thanks to seller and rider,,,
959,maganda yung items tama bawat kulay at piraso nang dumating legit seller recommended shop worth the price its affordable,1,1,1,0,The products are good. legit seller.,,,
960,thank you poh seller sa uulitin,0,0,0,1,Thanks to seller.,,,
961,okay naman medyo humabol sa opening namin ng salon woho thank u seller bili na kayo mga bestie habang mura lang sya pang diy gel polish,1,0,1,0,Product is functional but very cheap.,,,
962,super accommodating ni seller requested to received the item within 2days and the seller made it happen finally andito na siya badly needed it for my mother super secured ng item thank you so much seller highly appreciated,0,1,0,1,Seller is super accomodating with very secured shipping.,,,
963,sticky  will last long i like it thinking of getting the black onemedyo kinulang kaya umorder ulit please you take s packaging pwd sa black ilagay thanks love it,1,0,0,1,Quality and packaging.,,,
964,really helps me a lotnagustuhan ko tlg xa naiipit nia malaking tummy ko,1,0,0,0,Functional. Review.,,,
965,first time to bought this kind of stuff and napakasulit ng price thankyou so much maayos din ang quality nito maganda gamitin,1,0,1,0,Affordable Price with good Quality.,,,
966,sobrang solid neto bilis pa dumating order na kayo guys di kayo magsisi sobrang solid,1,1,0,0,Good Quality and fast delivery.,,,
967,wow amazing ganda nang mascara and water proof pa talaga,1,0,0,0,Functional.Beauty.,,,
968,excellent thank you for wonderful product maganda naman,1,0,0,0,The review is giving thanks for the product,,,
969,10 maganda sya and sana matibay din super bilis din dumating thank you seller,1,1,0,1,good product and the delivery is fast.,,,
970,parcel delivered correctly at ang ganda ng item pasensya na po sa late ratings hndi q narin po napicturan kasi binigay q kaagad sa kapatid q thank you ky kuya riderat pati na ky seller thank you napakabait nyo po at godbless sa furbabies mo,1,1,0,1,The parcel is delivered correcly and thanks the seller and rider.,,,
971,ang cute nya and super ganda sa face,1,0,0,0,The review talks about the product being cute and pretty in the face.,,,
972,very nice all in all napakaganda talaga nang quality and super duper nagostohan talaga nang baby ko thank you seller,1,0,0,1,The quality of product is good that the reviewer and his baby is very happy about it.,,,
973,maganda sya malambot sa paa at magaan lng nagustohan ko tlga sya slamt sa seller pati ngdedeliver skin salmt po,1,0,0,1,Good product with thanks to seller and rider.,,,
974,sulit as always quality product at an affordable price will surely order again thank you seller order was also shipped immediately,1,1,1,1,The product has very good quality with fast shipping at an affordable price.,,,
975,i love the slippers medyo maliit nga lang ang size im size 40 pero medyo maliit sakin ang size 40 nila but still satisfied pwede magamit ng bunso ko,1,0,0,0,Review for slippers that seems to be smaller than the right size.,,,
976,good quality maganda quality ng bra at tama lang yung kapal para sakin nasuot ko na isa kaya dalawa na lang sa video medyo masikip sakin kasi pero keri naman,1,0,0,0,Good Quality but tight.,,,
977,sensya sa picture di ko na nakuhaan kaya binigay ko na agad maganda naman ang quality at mabilis ang delivery thank you seller,1,1,0,1,The product has good quality and fast delivery. The reviewer also sends thanks to seller.,,,
978,ang ganda po thank you seller at delivery man s jnt thank you,1,0,0,1,Beauty and Thanks.,,,
979,super nice saktong saka sa baby ko thank you so much seller,1,0,0,1,It is a good fit with thanks to seller.,,,
980,bilis dumating mga 2 days lang andito na solid talaga tong shop na to 2nd time to order maganda quality yung item naka charge na agad saglit mo lang paandarin ang dami agad nakukuhang alikabok dumi buhok lahat ng klase effective na vacuum,1,1,0,0,Good Quality with delivery speed.,,,
981,id just receive my parcel ang cute ng color and nakikipag communicate si seller kay costumer keep up the good work seller,0,0,0,1,Seller is communicating with costumer.,,,
982,ang gaganda po ng bra sulit second order ko na to,1,0,1,0,Bra is beautiful and cheap,,,
983,ang cuteok nman sya so far nakakahuha nman ng mga alikabok loved it,1,0,0,0,Cute with functional feature,,,
984,goods napaka ganda parang original ng tsinelas di ko expected na ganito at the price hindi ako binigo ni seller napakaganda ng quality at mukang matibay malambot sa paa at napaka ganda talaga i will surely order again i recommend this shop sa iba hindi kayo magsisisi i swear thank,1,0,1,0,Beautiful with cheap price.,,,
985,sinubukan ko agad gamitin effective and good qualitymedyo nag amoy lang sya after ilang minutes pero usually pag first time gamitin ganun talaga update ko na lang to pag ganun pa din sa sunod kung gamit hehehe,1,0,0,0,Effective and Good Quality but there is a smell after a few minutes.,,,
986,thank you seller for this nice phonesalamt din sa ng hatid samin nito kahit wla kami nakuha parin ng kaybigan ko slamt ng marami sa susunod po ulit sana tumagal to sakinkhit hnd black ag ordersalamt nadin,1,1,0,1,Phone is Good with thanks to seller and rider.,,,
