Review #,Review,product,delivery,price,service,,,,
859,grabe ganda mura pa bili ulit ako thanks seller,1,0,1,1,Product:grabe ganda Price:mura Service:thanks seller,,,
860,sobrang tagal ma ship out tapos hindi dumating sa binigay na date na dapat ma deliver,0,1,0,0,Delivery:sobrang tagal ship,,,
861,mali yung dumating 900ml1100mlkala ko ba 2l tsaka bkt purple and pinkang order ko naman purple at blue tapos iba yung dineliver kesa don sa picture,1,0,0,0,Product:mali dumating kala ko ba 2l,,,
862,mini portable fan order ko bat mini light goods neck fan kaso mali isa binigay,1,0,0,0,Product:mali isa binigay,,,
863,okay lang ang tunog akala ko 2000mah pwede icharge ang phone pero pero sa manual 300mah nakalagay sana tumagal hindi ko pa naicharge yung  nagamit ko sya kagabi ng 1 hr nagchcharge nman sa dock,1,0,0,0,product:tunog ok,,,
864,wrong size and colorang order ko ay 2l pindla1l di nmn ngrerply c seller,1,0,0,1,wrong size color ngreply c seller,,,
865,order received to be honest i dont like it kasi super lambot nya and naistretch pag sinuot which is hindi comfortable to wear kase lumuluwag,1,0,0,0,Product:Super lambot nya naisstretch hndi comfortable,,,
866,yung dalwang cloud may leakage pero all goods naman mabango,1,0,0,0,may leakage pero mabango,,,
867,10 correct items out of 14 4 items ung di insakto sa order at description nung items upon check out sana nag inform din si seller before shipping the items pra naman may hustisya sa mga buyers nya pero anyway ang gaganda naman nung mga items,1,0,0,1,Not accurate order on 4 items. Seller needs to update Buyers first before shipping,,,
868,blue football order ko sky blue elepant dumating,1,0,0,0,Blue football but sky blue elepant delivered,,,
869,idk i love it so much ang ganda ng pagkakabalot sure na secure and hindi mababasa ng ulan however i like the light that swiitches from red and blue everytime ill use it or charge it kaso nga lang theres something im kinda bothered nothings wrong with the product pero,1,1,0,0,Delivery:ang ganda ng pagkakabalot secures product:theres something bothered the light swiitches from red and blue,,,
870,cheap u get what u pay for for me medyo mahaba yung right wire sa left so mas malakas yung left earphone pero at least may earphone ok na,1,0,1,0,cheap product: wire on left is short,,,
871,ang ganda ng quality ng slippersjust make sure you add 1 size kasi ako 37 38 inorder ko kasi sakto langthanks seller and kay kuya rider,1,0,0,1,add one to size quality is good thank you seller and delivery man,,,
872,gray and maroon order ko kaso black and light gray un dumating wla b available na maroon,1,0,0,0,product: gray and maroon order,,,
873,hmmm hindi siya umeffect sa lash ko hehehe brown at black nabili ko,1,0,0,0,product:hmmm hindi siya umeffect,,,
874,i ordered 3 delivered naman lahat kaso butas ung isa then ung isa di maayos ung pagkakatahi,1,0,0,0,product:i ordered 3 delivered lahat may butas ung isa di maayos ang pagkakatahi,,,
875,sira yung isang airpod na violet  di nyo po tinry kung gumana,1,0,0,0,product:sira yung isang airpod,,,
876,55 ang tagal lang nyang dumating as u can see nov 15 ko naorder nov 25 dumating okay naman goods yung item pero bakit nakaopen na sya and di maayos yung karton hehe anyways goods naman yung item 710 thanks,1,1,0,0,Delivery: ang tagal lang nyang dumating Product: goods,,,
877,wrong item received magkaiba order ko pero binigay nya parehong hm,1,0,0,0,Wrong item received,,,
878,good ang ganda niya as in kaso yung box sira sira nung dumating kala ko nga nasira na yung laman sa loob also yung isa walang charger plus yung white mahina siya compare sa pink na order ko pero overall goods naman,1,1,0,0,Delivery: sira na box product:charger is missing and mahina siya,,,
879,okay sana yung items kahit na hindi mo alam kung beige ba or white marereceived mo kaso yung pang lalake iba yung design kesa sa picture small sizes din,1,0,0,0,okay item sizes small,,,
880,parang luma and old stock un item nag expect pa naman ako kasi ganda mga reviews yupi yupi din un box di ganun kalakas and mejo maingay din,1,0,0,0,Product:Looks old stock hindi kalakas,,,
881,malambot ang tela thanks sa seller maski late na kayo nag rply nag add to cart parin akohindi kona lang hinintay ang rply mo coz i trust sa mga nag comments sa inyong shoppero sa 3rd photo ko may dumi mabaho pa masama ang amoy bakit ganon sana naman echeck,1,0,0,1,Product: May dumi and masama ang amoy. Delivery: The seller replies late;,,,
882,di ganon katibay at malambot lang kaya hindi siya recommended for running  ok na din sa presyo mura lang naman din kasi to,1,0,1,0,Product: Di ganun katibay at malambot. Price: Mura lang,,,
883,good bakit ganun all medium order ko pero may large na dumating sana maayos yung ganto sayang maganda sana yung product eh,1,0,0,0,Product: All medium order pero may large na dumating,,,
884,matigas pindutin pero it looks nice and compact naman,1,0,0,0,Product: matigas pindutin looks nice,,,
885,good maganda siya medyo malaki ng konti pero di nmn halatanasuot q n bago ko mapicturan hahathank you seller,1,0,0,0,Product: Medyo malaki pero maganda siya.,,,
886,antagal ng shipping oks nmn po item maganda manipis nga lng,1,1,0,0,Product: maganda manipis lng delivery: oks antagal shipping,,,
887,good akala ko sakto lang sakin kasi ito talaga size ng bra ko yung pala too small so disappointed apat pa naman agad ang inorder ko at ang gaganda nya sa pic,1,0,0,0,Product: Too small even though its her usual size.,,,
888,wala yung parang stick for tripod pero yet oks naman nag improvise na lang kami,1,0,0,0,Product: Missing the stick for the tripod.,,,
889,maganda yung product but not matibay less than a month of using it nagkaron agad ng crack and halos maputol na huhu,1,0,0,0,Product: It is not that matibay nagcrack after a month of use,,,
890,ok naman yung rechargeable fan it last 23 hours kung naka number 1 lang yung lakas ng electricfan pero ok na din for its price,1,0,1,0,Product: It last 23 hours. Price: Worth the price.,,,
891,natanggal yung color black maganda sana maganda yung quality ng sounds,1,0,0,0,Product: the color black faded fast sounds are good,,,
892,3stars for me di naman masiado nakaka kuha ng dumi pati mga buhok ng aso hnd nya kaya sa video ung dating deerma na vacuum ko mas better ba as seen on the video di siya okay for me thums down,1,0,0,0,Product:Vacuum sucks but the old one is better,,,
893,matagal maiship at gumagana lang siya sa mga piling gadgets its working for its price,1,1,1,0,It takes time Product: works as advertised,,,
894,sira yung sa first nya na highlighter kaya nakaka disappoint but the rest ok naman,1,0,0,0,Sira ung product,,,
895,ok parang old stock nung dumating sakin tho manageable naman thanks seller,1,0,0,0,Ok nman manageable,,,
896,parcel has been damage ang alarmbre nasira  kakatanggap ko lang ang ganda nya pedi paba palitan to,1,1,0,0,It has damage ganda pa naman to be replaced,,,
897,would say ok for the price you get what you pay for sabog ung sounds i tried using it going to work may tumawag pero di ako marinig then nawawala wala din ung sounds medyo sabog din sounds though oks na sya for its price,1,0,1,0,Product: Sabog yung sounds Price: Oks for its price,,,
898,mganda sana yun black kaso luma and manipis same pati yung white sobrang nipis and maliit for extra large sayang lang,1,0,0,0,Product: Ganda kaso luma and manipis,,,
899,ang inorder ko mag kaiba ng kulay ang dumating mag kamukha saka yung naiano sakin yung malaking size tsk at ang tagal bago makuha,1,1,0,0,Product: magkamukha delivery: long,,,
900,ok worth it sa price but it isnt the same sa picture but overall its nice naman its the same size as i ordered,1,0,1,0,Product:worthit for the price but its not the same on the picture,,,
901,its nice pero parang gamit na yung shoes yet still pretty kuddos to fast delivery,1,1,0,0,,,,
902,my third order sa seller na to but now im disappointednagmessage akoi said i prefer dark colorsblackdark gray or dark blue but she sent light colorsdalawa lang ang black,0,0,0,1,,,,
903,pg icharge m nksindi ayaw mturb off gnun dn pg tinanggal m n s charge low bat ulit,1,0,0,0,,,,
904,thank posana okay po ito kasi pangalawa kona itong orderyong una hindi nag tagal,0,0,0,0,,,,
905,halata syang fake nailsi mean di tulad ng ibang fake nails na nabili koat madali pang macrack o masira although goods kasi maraming magagandang choicesat nabudol ako sa pagift ko noh pero sa tatlong order ko na may gift kahit isa wala tapos sa next order na lang daw ibigay,1,0,0,1,,,,
906,eh ok sana 2 inorder ko kaso puro mouse mats kala ko iba iba ang laman kapag 2 or more na 3 stars lang muna,1,0,0,0,,,,
907,order q is black n grey pinadla nyo parehas grey nkaka dismaya kau n seller para aq nito hindi nag papalit ng suot sana nextime pki doble check ang order bago nyo ipadala salamat,0,1,0,1,,,,
908,honest review po tayo its good nmn pero mas manipis unti kesa sa binili ko sa ibang shop den medyo may katigasan unti yong materyal unlike sa binili sa iba na makapal at maganda ang tela pero mas mahal kasi yon kaya mas maganda texture tsaka ang sikip sakin masakit,1,0,1,0,,,,
909,masikip talaga pag kulay gray at black pinqmigay ko lang masikip sa hita dpat sana nxt time parerehas ang sizes,1,0,0,0,,,,
910,ok namannnn yung product  wala lang syang jelly jelly something katulad ng unang order ko at di umiilaw yung kalahati kung di pa pipisilin hahahahahhahaa,1,0,0,0,,,,
911,thank you so much sa serbisyo shopee  the product not meet my expectation pero okay naman pagdating sa presyo  godbless everyone,0,0,1,1,,,,
912,ok po yung 2l motivational bottle yung problem po is yung dalawang order po namin na 450ml na bottle may sira po at yung kulay mali po sana po sa susunod na may mag order ayusin na po ni seller info toh sa mga susunod na bibili sana po maging,1,0,0,1,,,,
913,kulang ng 1 wala ung color beige,0,0,0,0,,,,
914,mura sana yong mga item kaso ang seller hindi marunong tumupad sa order konag chat pa ako sa kanya tapos nag agree pa ngunit ng dumating yong parsel mali instead ang size ng click ay double xl at xl tapos same design langiba ibang design ang dumating at puro xl,0,0,1,1,,,,
915,ang inconsistent ng sizes despite it being all medium out of the 6 boxers 4 ang masikip and 2 lang ang nagfit sakin nakakasad lang kase ang ganda pa naman ng quality nya tas yung isang boxer pa malapit na matanggalan ng brand label,1,0,0,0,,,,
916,okay ang quality kaso mali ang color at design ng 2 slippers na dumating yung isa lang ang tama,1,0,0,0,,,,
917,not good y yun isa tumbler na yupi kya 3 star lng,1,0,0,0,,,,
918,incomplete size dumating tapos ayaw pa e deliver ng rider sa mismong bahay kaya nga cod dba bkit ako pa mg pick up cod naman,0,1,0,1,,,,
919,nagustuhan ko yung texture at hindi magirap ipeal kapag nagkamali ng application yun nga lang mabilis magasgas kahit kukuko kaya masugtaan yung surface hopefully it sticks on my wall for a long time at hindi kusa magpeal off dahil cinut ko into smaller patterns,1,0,0,0,,,,
920,not good hindi tugma sa inorder ko ang dumating pink rose ang order ko pero light pink ang binigay hindi tuloy mag ka pareho yung una kung inorder,0,1,0,0,,,,
921,ordered april 25 may 14 na dumating mas nauna pa dumating mga orders ko from overseas,0,1,0,0,,,,
922,ok naman pokaso kulang pinadala isang pares lng instead of 2 pairspaki double check nalng sa susunod b4 e shipwaste of tym to refund,0,1,0,1,,,,
923,ok nmn ung itemgood quality makapalkea lng mali ung kulay ng isang tumbler order q purpleblue  grayblack kea lng ang dumating prehas purpleblue,1,0,0,0,,,,
924,good i got mine and it works well naman late dumating yung parcel but understandable naman since may bagyo,0,1,0,0,,,,
925,ok din di nga lang nahihigop agad ung mga kung anek anek sa kama ksi maliit ung butas nyathank you,1,0,0,0,,,,
926,made in china salamat po sellereven though i only bought oneit was still delivered keep safe and god bless,0,1,0,0,,,,
927,meron syang damage at upi ang box at mainit sa pagdating parang ginamit sya,1,0,0,0,,,,
928,working naman po yung lahat ng air purofier kaso yung isa walang beep sound and ang bilis din dumating ng mga items secured din yung packaging at walang damage,1,1,0,0,,,,
929,hindi sya same quality nung una kong order kaya nga ako umorder kase ulit kasi maganda quality maliit pa yung sizes na binigay di katulad nung una,1,0,0,0,,,,
930,yung fun chinarge ko 8 hours di parin umiilaw at di naman gumagana yung ikot2 niya sa itaas iyan pa naman sana sadya ko kasi if ever na aalis kami yan gagamitin ko na fun sa baby ko  kaso di pala magamit sira eh,1,0,0,0,,,,
931,somethings lacking battery dapat my libre kahit isa lng overall good,1,0,0,0,,,,
932,arrived on time sticks well looks good on our wall but the wallpaper is too thincan get be easily ripped offanyway tnx,1,1,0,0,,,,
933,medyo 3 stars dko expected kasi muka lang siyang tsinelas anyways goods na din,1,0,0,0,,,,
934,poor sa picture lang magandasa actual very disapointing,1,0,0,0,,,,
935,madali malobatwl din indicator if nagcharge xabut since 1day q plng ngamit ill still see kng mgtatagal b xa tlgacute p nmnand i really love it tama nmn ung colorpro sna lng magtgal,1,0,0,0,,,,
936,good okay naman ung isa pero ung isa hindi dalawa po kasi inorder ko and nadisappoint lang ako kasi i was expecting na pareho silang okay pero hindi po  pero okay lang thankyou parin  may god bless you,1,0,0,0,,,,
937,order received kaya lang mali yung color nung isa binili ko green and white ang dumating green and pink di man lang nag pm si seller na wala ng white lalaki pa namn gagamit,0,0,0,1,,,,
938,not the expected quantity quality maganda mga over runs,1,0,0,0,,,,
