Review #,Review,product,delivery,price,service,,,,,
881,510 ang tagal po mag iceyes 5 minutes pa bago nakagawa ng large pero sobrang liit na ice ang daling matunaw may nakalagay pa na icefull warning lightpero malabo po ma full ito ng icefirst ice 9p c s na cucute hinliliit size then after 5minutes again lusaw na ang,1,0,1,0,Long ice,,,,
882,manipis kaya mejo nadisappoint ako sa quality nea,1,0,0,0,Too thin.,,,,
883,good pinahi nyo yung size kasi malaki sya  i order size 37 tas yung pinadala nyo mga 3839 sya  buti na lang nagkasya sakin although medyo malaki sya ng konti,1,0,0,0,Big size,,,,
884,510 i dont know sobrang diff nya sa last purchase ko ngayon is parang alcohol na sobrang lamig sa balat pag inispray tapos hindi na sya long lasting good for 30 mins lang,1,0,1,0,Difference with the last purchase,,,,
885,wrong color dumating,0,0,0,0,wrong color,,,,
886,not that bad 3 stars lang di sya gaanong magstay sa lips kapag pinunasan iba sa nabili ko  tapos parang may wax lang sya,1,0,0,0,Doesnt stay on lips,,,,
887,wrong color the seller said the blue is the new light purple paano yon lol,0,0,0,1,Wrong color.,,,,
888,orange naman yung kulay nga brown cat,0,0,0,0,Wrong color.,,,,
889,magaganda ang mga medyas kaso unang una ang tagal ideliver kailan ko pa inordor ngayon lng dumating pangalawa kala ko yung white strawberry is kulay nya white and red hindi nmn pla kaya im dissapointed,1,1,0,0,Long time to deliver,,,,
890,ok ni hindi manlng nag abala c seller n maglagay ng bubble wrap buti hnd nasira ung fan sana magtagal ung item,1,0,0,1,Poor packaging,,,,
891,safe naman nakarating a g product good condition pero hndi sya nakaka paypay,1,0,0,0,Arrived in good condition but product not functional,,,,
892,sobrang tapang ng alcohol niya sakit sa ilong masyado pag unang spray thankyou parin seller happy new year,1,0,0,0,Too much alcohol scent.,,,,
893,di masayadong sturdy pag pinatayoso im just hoping it will be standing for gatting a selfiebut then it will tumble down buti nalang hindi mataas pianaglagyan ko,1,0,0,0,Not sturdy.,,,,
894,may lamat po yung item working naman siya,1,0,0,0,Crack item,,,,
895,not same sa kulay na pinili ko ung pink lng ang nag tugma white at pink ang inorder ko black at pink nmn ang binigay nag pa pili pa kayo ng kulay kung ndi nmn na sunod ang gusto nmn,0,0,0,1,Wrong color,,,,
896,the quality is cheap but reasonable for the price not a real jbl the audio quality is not bad for the price masasabi kong sulit na din pero expect it to be low quality,1,0,1,0,Sulit na din pero low quality,,,,
897,sakto lng yung size niya sa price niyamaliit lang siyaparang light pink lang siyatnx sayo seller walang damage yung items,1,0,1,0,Small, worth the price.,,,
898,received the product but im so disappointed so with my kids kc hindi yun ang expected n kulay ok n sana kung nagtanong c seller kung ok lng b sakin dinelay lng nya ship out nag extend lng ako d man lng nag abiso n hindi available yung color,0,0,0,1,Item not the color order,,,,
899,sorry f 2 star lng d ko gusto quality walang dikit thanks,1,0,0,0,Quality is not good,,,,
900,good maganda nman sya at okay sa presyo mura na po sya hindi ko pa nagagamit d ko pa alam if pag nalabhan na okay padin thank you seller thank you din kuya rider at salamat din shopee,1,0,1,0,Good value for the money,,,,
901,its ok di masydo maganda bagkabalot pati damit may tape pilit pinagksaya sa plastic sa 10 na order ko nagupit ang ddalawa sa pag tanggal ng balot halos kalahati ng item tape ang nakabalo direct sa product,1,0,0,0,Damage from opening due to packaging. Mentions product quality is not good,,,,
902,thank you it was nice but it is not what i expect pang bata ung item and hindi ko magagamit the item was well packaged and it was shipped within 2 days thank you,1,1,0,0,Product is not what was expected; well packaged and fast shipping,,,,
903,not satisfied coz the case is broken although gumagana nman ung item,1,0,0,0,Item is broken but functional.,,,,
904,good what you see is what you get mukhang matibay and legit shop mbilis dumating,1,1,0,0,Good quality, durable-looking, and fast delivery.,,
905,youll get what you paid for sizing of sole is good but the strap doesnt match maluwag siya i think ilang suotan lang to pwede na pang jan2 lang sa tabi pacute lang sa picture pero yung lakarang malayo i think bibigay to i like the color and hindi masakit,1,0,1,0,Sole sizing is good, but strap doesn't fit; cheap,,,
906,hanep sa 1215 na pagorder dumating 1227 di tuloy umabot pang gift ko ng pasko haiisstt panoorin nyo nalang video para sa quality btw thanks pa din kah seller salamat shopee,0,1,0,0,Delivery was late.,,,,
907,same color ang binigay,0,0,0,0,Same color was given,,,,
908,napakatagal iship thinking na local lang siya dinaig niya pa ung galing ng overseas and unresponsive ang seller for the size maliit ang sizing,1,1,0,1,Very late to ship, unresponsive seller, small sizing,,
909,i am a bit disappointed may crack yung item pero functional padin naman sya ang panget tuloy tingnan natrigger pagiging oc ko hays wellpackaged padin naman sya,1,0,0,0,Cracked item, but functional, well-packaged.,,
910,maganda medyo may amoy lang yung air n nalabas siguro kasi bago patapos concetn ko lang hindi ko alam kung sa seller or sa rider napingkot ang box niya buti nlang hindi nasira ang laman,1,1,0,0,Good, but the box was dented; possible odor,,,
911,ang ganda ng product na natanggap ko at ang bilis din ng delivery but may problema ung order ko i ordered 3 items pero i recieved only 2 items sana maideliver ung kulang na item sayang din kasi nabayadan ko na kaya please seller sana maideliver sakin ung kulang na,0,1,0,0,Good quality, fast delivery, but missing one item.,,
912,matagal siya icharge then mabilis malowbat,1,0,0,0,Takes a long time to charge, battery drains quickly.,,,
913,so cute magandakaso manipis langthankyou kuya raider sa paghatid kahit ma olanlakas pa naman,1,0,0,0,Cute and good, but thin.,,,
914,not that much honestly medyo mahina ung hangin konti lang talaga lalabas tapos very loud ung sound then ung vibration nya binili ko to for my son kaso prang di ko nalang ipagamit nakaka distract ung ingay  un lang,1,0,0,0,Weak airflow, very loud,,,
915,medyo manipis for smooth surfaces only matte at may texture sya which is nice,1,0,0,0,Somewhat thin, matte with texture,,,
916,good black silver order ko pero dumating black gold ok na sana kasi naka dim na agad yung lense kahit wala pa sa araw,1,0,0,0,Good; wrong color but ok due to dimming lense,,,,
917,some products were a bit dirty parang nakastock ng matagal the product works great though so ill give it that,1,0,0,0,Dirty products, but works great.,,,
918,okay lang sya maganda naman yung size sobrahan dapat ng isa para mas maganda tignan sa paa mashado sya mabilis masira baak na agad yung likod nung akin di ko naman sya araw araw ginagamit ewan ko baka sa material lng din,1,0,0,0,Okay size, but breaks quickly; possibly material.,,,
919,3 stars lang sobrang tagal ng delivery d nyo agad ako ininform na out of stock ang designs na inorder ko pinapili nyo uli ako pero d rin nasunod nakaka disappoint po tlga parehong design pa ang dumating na dapat ay magkaiba next time update your display para,0,1,0,0,Very slow delivery, out-of-stock designs, incorrect designs.,,
920,nangati legs ko sa shorts,1,0,0,0,Itchy shorts,,,,
921,you get what you pay for i cant blame them cheap lang eh pero hindi presentable parang worn out nakakasad,1,0,1,0,Worn out and cheap, but expected for the price.,,,
922,its lightweight and not that sturdy but small siya goods siya for small bags pang mainit lang talaga siya feeling ko konting lakas nang hangin magigiba na talaga,1,0,0,0,Lightweight, not sturdy, small, good for small bags.,
923,cute siya kaso pandamay 4 na mystery pouch yung binili ko dumating naman 4 completo kaso pandamay same item lahat same design pa kahit design nalang sana ang ibaiba anong gagawin ko sa 4 na mouse pad same pa ang mga design maganda naman kaso bakit mouse pad lahat,1,0,0,0,Cute but all identical items in mystery pouch.,,,,
924,color  size do not expect too much with the quality given its price na super mura hehe di masyadong maganda yung texture and deflated din as seen in the picture super tagal din pala ng shipping but im still gonna give 3 stars for the effort,1,1,1,0,Bad texture, deflated, super late shipping ,mura-super cheap,
925,mahina yung audio i expected it to be sooo good but its not,1,0,0,0,Weak audio,,,,
926,ayan makikita po jan sa picture na kulay black at dark grey yung order ko pero black at maroon yung dumatingso nabago na pala ang kulay grey ngayon naging maroon na sana mg inform nmn kayo na wla ng stock etc kesa nmn umaasa yung customer niyo,0,0,0,0,Wrong color,,,,
927,ok naman kaya lang konti kc yung mystery box at mystery pouch parehas lang ng inorder ko hahaha pero goods nmn ung quality,1,0,0,0,Small amount of mystery box, quality is good,,,
928,good tjank you seller maganda at kumportable sootinmaganda syadi sy branded pero ok syaipaatahi monalang para pang matagalan nasalamat sin kay manong rider na lage naghahatid ng mga parcel ko dito sa bahaygod bless you all guysna enjoy kodin kasi may less pa sa voucher ko dito sa shopee,1,0,0,0,Good and comfortable to wear; not branded but okay,,,,
929,hindi pinadala ang mga ballpens i chatted this seller pero hindi man lang nagrereply sayang laang ang peraaaa akala ata basta nalang pinupulot,0,0,1,1,Ballpens were not sent; seller doesn't reply.,,,,
930,naka bubble wrap naman sya pero may damage baka dahil sa pag ship pero at least gumagana and malakas ung hangin nya thumbs up for this,1,1,0,0,Damage despite bubble wrap, but working well,,,
931,sakto lang ung lakas,1,0,0,0,Just right- Strength is moderate,,,,
932,oks sya mabilis madeliver yupe lang yung karton ng phone,0,1,0,0,Fast delivery, dented box.,,,
933,watery pag ilalagay mo siya sa pilikmata medyo hindi maganda tignan pero based on its price wag nalang kayo magexpect,1,0,1,0,Watery when applied, but expected for the price.,,,
934,ang ganda ganda ang ganda ganda niya sakto lang sa paa ko not photo or vediorelated but thankyouuu seller,1,0,0,0,Very nice fits my foot perfectly,,,,
935,ok i ordered clear green and clear black but ibang variation yung pinadala,0,0,0,0,different variation send not according to the color that i order,,,,
936,the quality nice but the problem is the air emerut anyways its nice tho the pic r not related tinatamad si em,1,0,0,0,the quality nice,,,,
937,malakas nman pro d maganda speaker nya,1,0,0,0,malakas naman not good speaker,,,,
938,gumagana naman and all pero ibang variation yung dumating nag eexpect ako nung pig version pero itong bear dumating saakin,1,0,0,0,Gumagana naman Wrong version that comes.,,,,
939,ok naman po ung item,0,0,0,0,The item is ok,,,,
940,maganda naman yung quality nung pen and yung camera cover kaso sobrang tagal lang na ship nung seller almost 1 month bago ko na receive,1,1,0,0,Good pen and camera cover, but very slow shipping,,,
941,parang madali masira and wrong size i ordered size 9 pero size 8 ang dumating,1,0,0,0,Seems easily broken and wrong size.,,,,
942,i thought it was waterproof kasi yun ang mga nasa reviews,1,0,0,0,Not waterproof,,,,
943,mahina ung buga ng hangin sa likod i dont think effective to,1,0,0,0,Weak airflow in the back; ineffective.,,,,
944,fast delivery pero hindi talaga nakakakuha ng mga balahibo sa unan,1,0,0,0,Fast delivery, but doesn't remove pillow hairs.,,,
945,items not properly packed but its okay for the price expect nyo na manipis,1,0,1,0,Poorly packed but expected for the price/cheap.,,,,
946,manipis lang pala pero all goods naman,1,0,0,0,Thin but otherwise good.,,,,
947,white order ko pero gray pinadala sakin pero okay lang naman maganda naman sya,1,0,0,0,Ordered white, but gray was sent; however, it's good.,,
948,three lng kc walng manual at medyo madaling masira charger pero ok nmn packaging wala lng manual,1,0,0,0,charger is easy to broked but packaging ok. Manual is missing,,,,
949,maayus ang pagdeliverkaso yung binigay sakin matigas hindi tulad ng isa kong inorder naadjustbuy again ko sana kaso baka ganun din ibigay sakin,1,0,0,0,Proper delivery but hard, unlike other ordered product,,,
950,okay lang good quality thanks selleroorder ako ulit sana wlang nang kulang kasi kulang isa,1,0,0,1,good quality thanks seller. kulang isa,,,,
951,yung order ko purpleblue yung dumating blue pero ok na lang yun nice naman and maganda,1,0,0,0,Blue was delivered instead of purpleblue,,,,
952,magkaiba po ang pair paki check po muna bago i ship,1,0,0,0,different pair, please check before you ship,,,
953,deformed lahat ng edges ng naka roll thus pag nilapat mo na sa wall klarong klaro ung dents on every inch cguro,1,0,0,0,Deformed edges when rolled-up,,,,
954,okay naman kaso medyo late sa order received date but maganda naman quality nya,1,1,0,0,Okay late to order received but good quality,,,,
955,ang ganda sana nung item kaso may mga problems sa package at may sira yung ringlight siguro dahil umuulan ng malakas nung deniliver ito kaya okay lang maganda naman ang light sapat na ito sana hindi maulit pag magoorder ulit ako o yung iba,1,1,0,0,Ringlight is broken but overall is good; problems with package and damaged due to raining while delivery,,,,
956,hear me out the product is actually good judging the price ang kaso ang mabilis niyang malowbat at theres time na bigla na lang siya madidisconnect i know mayroong limit ng distance yong bluetooth pero ito kahit katabi ko na ganoon parin still useful naman,1,0,1,0,Quickly drains battery and sometimes disconnects, useful naman,,,
957,ok sana quality kaso may damage ang grayinorder pa nman to sa akin ng buyer kosayang hindi na kinuha ng buyer,1,0,0,0,The quality is good but grey is damage,,,,
958,tinry ko to and nung ginamit ko nung gabi tas numg pinatay ko is may red nang kasama pero ok parin sya,1,0,0,0,there is a red light but it is ok.,,,,
959,random disappointed kasi hindi nasunod yung color na order ko buti na lang mabait yung nagpaorder kaya pumayag wala naman ako prob sa quality kaya lang sana inote yung order ni buyer kung wala sa selection yung order since may sumasagot naman agad sa pm thank you anyway,1,0,0,0,Disappointed bec wrong item delivered but the customer is mabait. There is no problem with the quality,,,,
